id	speaker	headline	URL	description	transcript_URL	month_filmed	year_filmed	event	duration	date_published	tags
1897	Paul Piff	Does money make you mean?	http://www.ted.com/talks/view/id/1897	"It's amazing what a rigged game of Monopoly can reveal. In this entertaining but sobering talk, social psychologist Paul Piff shares his research into how people behave when they feel wealthy. (Hint: badly.) But while the problem of inequality is a complex and daunting challenge, there's good news too."	http://www.ted.com/talks/view/id/1897/transcript?language=en	10	2013	TEDxMarin	0:16:35	12/20/13	"behavioral economics,psychology,TEDx"
1898	Maysoon Zayid	I got 99 problems ... palsy is just one	http://www.ted.com/talks/view/id/1898	"""I have cerebral palsy. I shake all the time,"" Maysoon Zayid announces at the beginning of this exhilarating, hilarious talk. (Really, it's hilarious.) ""I'm like Shakira meets Muhammad Ali."" With grace and wit, the Arab-American comedian takes us on a whistle-stop tour of her adventures as an actress, stand-up comic, philanthropist and advocate for the disabled."	http://www.ted.com/talks/view/id/1898/transcript?language=en	12	2013	TEDWomen 2013	0:14:13	1/3/14	"comedy,women,entertainment,humor"
1900	Sandra Aamodt	Why dieting doesn't usually work	http://www.ted.com/talks/view/id/1900	"In the US, 80% of girls have been on a diet by the time they're 10 years old. In this honest, raw talk, neuroscientist Sandra Aamodt uses her personal story to frame an important lesson about how our brains manage our bodies, as she explores the science behind why dieting not only doesn't work, but is likely to do more harm than good. She suggests ideas for how to live a less diet-obsessed life, intuitively."	http://www.ted.com/talks/view/id/1900/transcript?language=en	6	2013	TEDGlobal 2013	0:12:42	1/8/14	"obesity,neuroscience,health"
1901	Roger Stein	A bold new way to fund drug research	http://www.ted.com/talks/view/id/1901	"Believe it or not, about 20 years' worth of potentially life-saving drugs are sitting in labs right now, untested. Why? Because they can't get the funding to go to trials; the financial risk is too high. Roger Stein is a finance guy, and he thinks deeply about mitigating risk. He and some colleagues at MIT came up with a promising new financial model that could move hundreds of drugs into the testing pipeline."	http://www.ted.com/talks/view/id/1901/transcript?language=en	11	2013	TED@State Street Boston	0:11:09	1/7/14	"pharmaceuticals,finance,cancer,medicine,medical research,business"
1902	Frederic Kaplan	How to build an information time machine	http://www.ted.com/talks/view/id/1902	"Imagine if you could surf Facebook ... from the Middle Ages. Well, it may not be as far off as it sounds. In a fun and interesting talk, Frederic Kaplan shows off the Venice Time Machine, a project to digitize 80 kilometers of books to create a historical and geographical simulation of Venice across 1,000 years."	http://www.ted.com/talks/view/id/1902/transcript?language=en	6	2013	TEDxCaFoscariU	0:10:20	1/9/14	"map,books,computers,library,TEDx,history,technology"
1903	Ryan Holladay	To hear this music you have to be there. Literally	http://www.ted.com/talks/view/id/1903	"In this lovely talk, TED Fellow Ryan Holladay shares his experiment with ""location-aware music."" This programming and musical feat involves hundreds of geotagged segments of sounds that only play when a listener is physically nearby, creating a magical sense of presence."	http://www.ted.com/talks/view/id/1903/transcript?language=en	10	2013	TED@BCG San Francisco	0:06:29	1/10/14	"music,entertainment,technology,TED Fellows"
1904	Harish Manwani	Profitâ€™s not always the point	http://www.ted.com/talks/view/id/1904	"You might not expect the chief operating officer of a major global corporation to look too far beyond either the balance sheet or the bottom line. But Harish Manwani, COO of Unilever, makes a passionate argument that doing so to include value, purpose and sustainability in top-level decision-making is not just savvy, it's the only way to run a 21st century business responsibly."	http://www.ted.com/talks/view/id/1904/transcript?language=en	10	2013	TED@BCG Singapore	0:13:58	1/13/14	"sustainability,business"
1905	Mark Kendall	Demo: A needle-free vaccine patch that's safer and way cheaper	http://www.ted.com/talks/view/id/1905	"One hundred sixty years after the invention of the needle and syringe, we're still using them to deliver vaccines; it's time to evolve. Biomedical engineer Mark Kendall demos the Nanopatch, a one-centimeter-by-one-centimeter square vaccine that can be applied painlessly to the skin. He shows how this tiny piece of silicon can overcome four major shortcomings of the modern needle and syringe, at a fraction of the cost."	http://www.ted.com/talks/view/id/1905/transcript?language=en	6	2013	TEDGlobal 2013	0:13:50	1/14/14	"Vaccines,pharmaceuticals,nanoscale,biotech,disease,illness,public health,health,health care,medicine,medical research,product design,demo,biology,innovation,science,future,microbiology,bioethics,technology"
1906	Sheryl Sandberg	So we leaned in ... now what?	http://www.ted.com/talks/view/id/1906	"Sheryl Sandberg admits she was terrified to step onto the TED stage in 2010 -- because she was going to talk, for the first time, about the lonely experience of being a woman in the top tiers of business. Millions of views (and a best-selling book) later, the Facebook COO talks with the woman who pushed her to give that first talk, Pat Mitchell. Sandberg opens up about the reaction to her idea, and explores the ways that women still struggle with success."	http://www.ted.com/talks/view/id/1906/transcript?language=en	12	2013	TEDWomen 2013	0:16:56	1/15/14	"feminism,leadership,work,women,women in business"
1907	Luke Syson	"How I learned to stop worrying and love ""useless"" art"	http://www.ted.com/talks/view/id/1907	"Luke Syson was a curator of Renaissance art, of transcendent paintings of saints and solemn Italian ladies -- Very Serious Art. And then he changed jobs, and inherited the Met's collection of ceramics -- pretty, frilly, ""useless"" candlesticks and vases. He didn't like it. He didn't get it. Until one day ..."	http://www.ted.com/talks/view/id/1907/transcript?language=en	10	2013	TEDxMet	0:13:11	1/16/14	"museums,TEDx,history,design,art"
1908	Guy Hoffman	"Robots with ""soul"""	http://www.ted.com/talks/view/id/1908	"What kind of robots does an animator / jazz musician / roboticist make? Playful, reactive, curious ones. Guy Hoffman shows demo film of his family of unusual robots -- including two musical bots that like to jam with humans."	http://www.ted.com/talks/view/id/1908/transcript?language=en	10	2013	TEDxJaffa 2013	0:17:38	1/17/14	"jazz,robots,AI,TEDx,music,entertainment,technology"
1909	Shereen El Feki	A little-told tale of sex and sensuality	http://www.ted.com/talks/view/id/1909	"""If you really want to know a people, start by looking inside their bedrooms,"" says Shereen El Feki, who traveled through the Middle East for five years, talking to people about sex. While those conversations reflected rigid norms and deep repression, El Feki also discovered that sexual conservatism in the Arab world is a relatively new thing. She wonders: could a re-emergence of public dialogue lead to more satisfying, and safer, sex lives?"	http://www.ted.com/talks/view/id/1909/transcript?language=en	6	2013	TEDGlobal 2013	0:16:10	1/21/14	"relationships,sex,culture,TED Fellows,Egypt,Middle East"
1910	Paula Johnson	His and hers Ã¢â‚¬Â¦ healthcare	http://www.ted.com/talks/view/id/1910	"Every cell in the human body has a sex, which means that men and women are different right down to the cellular level. Yet too often, research and medicine ignore this insight -- and the often startlingly different ways in which the two sexes respond to disease or treatment. As pioneering doctor Paula Johnson describes in this thought-provoking talk, lumping everyone in together means we essentially leave women's health to chance. It's time to rethink."	http://www.ted.com/talks/view/id/1910/transcript?language=en	12	2013	TEDWomen 2013	0:14:42	1/22/14	"depression,heart health,health,women"
1911	Yves Morieux	"As work gets more complex, 6 rules to simplify"	http://www.ted.com/talks/view/id/1911	"Why do people feel so miserable and disengaged at work? Because today's businesses are increasingly and dizzyingly complex -- and traditional pillars of management are obsolete, says Yves Morieux. So, he says, it falls to individual employees to navigate the rabbit's warren of interdependencies. In this energetic talk, Morieux offers six rules for ""smart simplicity."" (Rule One: Understand what your colleagues actually <em>do</em>.)"	http://www.ted.com/talks/view/id/1911/transcript?language=en	10	2013	TED@BCG San Francisco	0:12:01	1/23/14	"productivity,leadership,work,business"
1912	Joe Kowan	How I beat stage fright	http://www.ted.com/talks/view/id/1912	"Humanity's fine-tuned sense of fear served us well as a young species, giving us laser focus to avoid being eaten by competing beasts. But it's less wonderful when that same visceral, body-hijacking sense of fear kicks in in front of 20 folk-music fans at a Tuesday night open-mic. Palms sweat, hands shake, vision blurs, and the brain says RUN: it's stage fright. In this charming, tuneful little talk, Joe Kowan talks about how he conquered it."	http://www.ted.com/talks/view/id/1912/transcript?language=en	11	2013	TED@State Street Boston	0:08:03	1/24/14	"fear,entertainment,communication"
1913	Anant Agarwal	Why massive open online courses (still) matter	http://www.ted.com/talks/view/id/1913	"2013 was a year of hype for MOOCs (massive open online courses). Great big numbers and great big hopes were followed by some disappointing first results. But the head of edX, Anant Agarwal, makes the case that MOOCs still matter -- as a way to share high-level learning widely and supplement (but perhaps not replace) traditional classrooms. Agarwal shares his vision of blended learning, where teachers create the ideal learning experience for 21st century students."	http://www.ted.com/talks/view/id/1913/transcript?language=en	6	2013	TED2013	0:15:19	1/27/14	"education,teaching,technology,Internet"
1914	Anne Milgram	Why smart statistics are the key to fighting crime	http://www.ted.com/talks/view/id/1914	"When she became the attorney general of New Jersey in 2007, Anne Milgram quickly discovered a few startling facts: not only did her team not really know who they were putting in jail, but they had no way of understanding if their decisions were actually making the public safer. And so began her ongoing, inspirational quest to bring data analytics and statistical analysis to the US criminal justice system."	http://www.ted.com/talks/view/id/1914/transcript?language=en	10	2013	TED@BCG San Francisco	0:12:41	1/28/14	"crime,data"
1915	McKenna Pope	Want to be an activist? Start with your toys	http://www.ted.com/talks/view/id/1915	"McKenna Pope's younger brother loved to cook, but he worried about using an Easy-Bake Oven -- because it was a toy for girls. So at age 13, Pope started an online petition for the American toy company Hasbro to change the pink-and-purple color scheme on the classic toy and incorporate boys into its TV marketing. In a heartening talk, Pope makes the case for gender-neutral toys and gives a rousing call to action to all kids who feel powerless."	http://www.ted.com/talks/view/id/1915/transcript?language=en	11	2013	TEDYouth 2013	0:05:22	1/29/14	"toy,youth,TEDYouth,activism"
1916	Nicolas Perony	"Puppies! Now that Iâ€™ve got your attention, complexity theory"	http://www.ted.com/talks/view/id/1916	"Animal behavior isn't complicated, but it is complex. Nicolas Perony studies how individual animals -- be they Scottish Terriers, bats or meerkats -- follow simple rules that, collectively, create larger patterns of behavior. And how this complexity born of simplicity can help them adapt to new circumstances, as they arise."	http://www.ted.com/talks/view/id/1916/transcript?language=en	10	2013	TEDxZurich 2013	0:13:45	1/30/14	"complexity,TEDx,animals"
1917	Maya Penn	"Meet a young entrepreneur, cartoonist, designer, activist ..."	http://www.ted.com/talks/view/id/1917	"Maya Penn started her first company when she was 8 years old, and thinks deeply about how to be responsible both to her customers and to the planet. She shares her story -- and some animations, and some designs, and some infectious energy -- in this charming talk."	http://www.ted.com/talks/view/id/1917/transcript?language=en	12	2013	TEDWomen 2013	0:07:16	1/31/14	"animation,entrepreneur,creativity"
1918	Esta Soler	How we turned the tide on domestic violence (Hint: the Polaroid helped)	http://www.ted.com/talks/view/id/1918	"When Esta Soler lobbied for a bill outlawing domestic violence in 1984, one politician called it the ""Take the Fun Out of Marriage Act."" ""If only I had Twitter then,"" she mused. In this sweeping, optimistic talk, Soler charts 30 years of tactics and technologies -- from the Polaroid camera to social media -- that led to a 64% drop in domestic violence in the U.S."	http://www.ted.com/talks/view/id/1918/transcript?language=en	12	2013	TEDWomen 2013	0:11:10	2/3/14	"yesallwomen,gender,violence,women"
1919	Dan Berkenstock	"The world is one big dataset. Now, how to photograph it ..."	http://www.ted.com/talks/view/id/1919	"We're all familiar with satellite imagery, but what we might not know is that much of it is out of date. That's because satellites are big and expensive, so there aren't that many of them up in space. As he explains in this fascinating talk, Dan Berkenstock and his team came up with a different solution, designing a cheap, lightweight satellite with a radically new approach to photographing what's going on on Earth."	http://www.ted.com/talks/view/id/1919/transcript?language=en	10	2013	TED@BCG San Francisco	0:09:44	2/4/14	"map,space,technology"
1920	Teddy Cruz	How architectural innovations migrate across borders	http://www.ted.com/talks/view/id/1920	"As the world's cities undergo explosive growth, inequality is intensifying. Wealthy neighborhoods and impoverished slums grow side by side, the gap between them widening. In this eye-opening talk, architect Teddy Cruz asks us to rethink urban development from the bottom up. Sharing lessons from the slums of Tijuana, Cruz explores the creative intelligence of the city's residents and offers a fresh perspective on what we can learn from places of scarcity."	http://www.ted.com/talks/view/id/1920/transcript?language=en	6	2013	TEDGlobal 2013	0:13:14	2/5/14	"architecture,infrastructure,cities,design"
1921	Aparna Rao	Art that craves your attention	http://www.ted.com/talks/view/id/1921	"In this charming talk, artist Aparna Rao shows us her latest work: cool, cartoony sculptures (with neat robotic tricks underneath them) that play with your perception -- and crave your attention. Take a few minutes to simply be delighted."	http://www.ted.com/talks/view/id/1921/transcript?language=en	8	2013	TED Fellows Retreat 2013	0:08:56	2/7/14	"interface design,creativity,art,TED Fellows"
1922	Alex Wissner-Gross	A new equation for intelligence	http://www.ted.com/talks/view/id/1922	"Is there an equation for intelligence? Yes. It's F = T Ã¢Ë†â€¡ SÃâ€ž. In a fascinating and informative talk, physicist and computer scientist Alex Wissner-Gross explains what in the world that means."	http://www.ted.com/talks/view/id/1922/transcript?language=en	11	2013	TEDxBeaconStreet	0:11:48	2/6/14	"gaming,robots,cosmos,programming,extraterrestrial life,universe,cognitive science,mind,neuroscience,math,software,intelligence,AI,machine learning,physics,brain,TEDx,science,engineering,future"
1923	Clayton Cameron	A-rhythm-etic. The math behind the beats	http://www.ted.com/talks/view/id/1923	Ready to dance in your seat? Drummer Clayton Cameron breaks down different genres of music--from R&B to Latin to pop--by their beats. A talk that proves hip hop and jazz aren't cooler than math--they simply rely on it.	http://www.ted.com/talks/view/id/1923/transcript?language=en	11	2013	TEDYouth 2013	0:05:57	3/11/14	"TEDYouth,math,music,performance"
1924	David Puttnam	"Does the media have a ""duty of care""?"	http://www.ted.com/talks/view/id/1924	"In this thoughtful talk, David Puttnam asks a big question about the media: Does it have a moral imperative to create informed citizens, to support democracy? His solution for ensuring media responsibility is bold, and you might not agree. But it's certainly a question worth asking."	http://www.ted.com/talks/view/id/1924/transcript?language=en	6	2013	TEDxHousesOfParliament	0:10:41	2/10/14	"TEDx,media,politics,democracy,journalism"
1925	Yann Dall'Aglio	Love -- you're doing it wrong	http://www.ted.com/talks/view/id/1925	"In this delightful talk, philosopher Yann Dall'Aglio explores the universal search for tenderness and connection in a world that's ever more focused on the individual. As it turns out, it's easier than you think. A wise and witty reflection on the state of love in the modern age. In French with subtitles."	http://www.ted.com/talks/view/id/1925/transcript?language=en	10	2012	TEDxParis 2012	0:10:42	2/14/14	"love,philosophy,TEDx,culture"
1926	Leyla Acaroglu	Paper beats plastic? How to rethink environmental folklore	http://www.ted.com/talks/view/id/1926	"Most of us want to do the right thing when it comes to the environment. But things arenâ€™t as simple as opting for the paper bag, says sustainability strategist Leyla Acaroglu. A bold call for us to let go of tightly-held green myths and think bigger in order to create systems and products that ease strain on the planet."	http://www.ted.com/talks/view/id/1926/transcript?language=en	2	2013	TED2013	0:18:07	2/11/14	"sustainability,green,design"
1927	Chris McKnett	The investment logic for sustainability	http://www.ted.com/talks/view/id/1927	"Sustainability is pretty clearly one of the world's most important goals; but what groups can really make environmental progress in leaps and bounds? Chris McKnett makes the case that it's large institutional investors. He shows how strong financial data isn't enough, and reveals why investors need to look at a company's environmental, social and governance structures, too."	http://www.ted.com/talks/view/id/1927/transcript?language=en	11	2013	TED@State Street Boston	0:12:19	2/12/14	"finance,investment,sustainability,business"
1928	Rupal Patel	"Synthetic voices, as unique as fingerprints"	http://www.ted.com/talks/view/id/1928	"Many of those with severe speech disorders use a computerized device to communicate. Yet they choose between only a few voice options. That's why Stephen Hawking has an American accent, and why many people end up with the same voice, often to incongruous effect. Speech scientist Rupal Patel wanted to do something about this, and in this wonderful talk she shares her work to engineer unique voices for the voiceless."	http://www.ted.com/talks/view/id/1928/transcript?language=en	12	2013	TEDWomen 2013	0:11:44	2/13/14	"prosthetics,biomimicry,sound,cyborg,biotech,self,disability,hearing,vocals,speech,innovation,science,engineering,identity,technology"
1929	Michael Metcalfe	We need money for aid. So letâ€™s print it.	http://www.ted.com/talks/view/id/1929	"During the financial crisis, the central banks of the United States, United Kingdom and Japan created $3.7 trillion in order to buy assets and encourage investors to do the same. Michael Metcalfe offers a shocking idea: could these same central banks print money to ensure they stay on track with their goals for global aid? Without risking inflation?"	http://www.ted.com/talks/view/id/1929/transcript?language=en	11	2013	TED@State Street Boston	0:14:24	2/26/14	"poverty,economics,global issues"
1930	Roselinde Torres	What it takes to be a great leader	http://www.ted.com/talks/view/id/1930	"The world is full of leadership programs, but the best way to learn how to lead might be right under your nose. In this clear, candid talk, Roselinde Torres describes 25 years observing truly great leaders at work, and shares the three simple but crucial questions would-be company chiefs need to ask to thrive in the future."	http://www.ted.com/talks/view/id/1930/transcript?language=en	10	2013	TED@BCG San Francisco	0:09:19	2/19/14	"motivation,leadership,women in business,business"
1931	Christopher Ryan	Are we designed to be sexual omnivores?	http://www.ted.com/talks/view/id/1931	"An idea permeates our modern view of relationships: that men and women have always paired off in sexually exclusive relationships. But before the dawn of agriculture, humans may actually have been quite promiscuous. Author Christopher Ryan walks us through the controversial evidence that human beings are sexual omnivores by nature, in hopes that a more nuanced understanding may put an end to discrimination, shame and the kind of unrealistic expectations that kill relationships."	http://www.ted.com/talks/view/id/1931/transcript?language=en	2	2013	TED2013	0:14:02	2/20/14	"relationships,sex,culture"
1932	Ash Beckham	We're all hiding something. Let's find the courage to open up	http://www.ted.com/talks/view/id/1932	"In this touching talk, Ash Beckham offers a fresh approach to empathy and openness. It starts with understanding that everyone, at some point in their life, has experienced hardship. The only way out, says Beckham, is to open the door and step out of your closet."	http://www.ted.com/talks/view/id/1932/transcript?language=en	9	2013	TEDxBoulder	0:09:22	2/21/14	"happiness,empathy,TEDx,culture"
1933	Catherine Bracy	Why good hackers make good citizens	http://www.ted.com/talks/view/id/1933	"Hacking is about more than mischief-making or political subversion. As Catherine Bracy describes in this spirited talk, it can be just as much a force for good as it is for evil. She spins through some inspiring civically-minded projects in Honolulu, Oakland and Mexico City -- and makes a compelling case that we all have what it takes to get involved."	http://www.ted.com/talks/view/id/1933/transcript?language=en	9	2013	TEDCity2.0	0:09:50	2/25/14	"software,cities,urban planning"
1934	Ajit Narayanan	A word game to communicate in any language	http://www.ted.com/talks/view/id/1934	"While working with kids who have trouble speaking, Ajit Narayanan sketched out a way to think about language in pictures, to relate words and concepts in ""maps."" The idea now powers the FreeSpeech app, which can help nonverbal people communicate."	http://www.ted.com/talks/view/id/1934/transcript?language=en	2	2013	TED2013	0:15:43	3/10/14	"disability,language,speech,technology"
1935	Siddharthan Chandran	Can the damaged brain repair itself?	http://www.ted.com/talks/view/id/1935	"After a traumatic brain injury, it sometimes happens that the brain can repair itself, building new brain cells to replace damaged ones. But the repair doesn't happen quickly enough to allow recovery from degenerative conditions like motor neuron disease (also known as Lou Gehrig's disease or ALS). Siddharthan Chandran walks through some new techniques using special stem cells that could allow the damaged brain to rebuild faster."	http://www.ted.com/talks/view/id/1935/transcript?language=en	6	2013	TEDGlobal 2013	0:15:57	2/24/14	"molecular biology,synthetic biology,biotech,cognitive science,neuroscience,health,health care,medicine,medical research,disability,brain,innovation,aging,science,future"
1936	Henry Lin	"What we can learn from galaxies far, far away"	http://www.ted.com/talks/view/id/1936	"In a fun, exciting talk, teenager Henry Lin looks at something unexpected in the sky: distant galaxy clusters. By studying the properties of the universe's largest pieces, says the Intel Science Fair award winner, we can learn quite a lot about scientific mysteries in our own world and galaxy."	http://www.ted.com/talks/view/id/1936/transcript?language=en	11	2013	TEDYouth 2013	0:06:43	2/27/14	"dark matter,youth,TEDYouth,universe,space,astronomy,physics,energy,science"
1937	Annette Heuser	The 3 agencies with the power to make or break economies	http://www.ted.com/talks/view/id/1937	"The way we rate national economies is all wrong, says rating agency reformer Annette Heuser. With mysterious and obscure methods, three private US-based credit rating agencies wield immense power over national economies across the globe, and the outcomes can be catastrophic. But what if there was another way? In this bold talk, Heuser shares her vision for a nonprofit agency that would bring more equality and justice into the mix."	http://www.ted.com/talks/view/id/1937/transcript?language=en	6	2013	TEDGlobal 2013	0:09:49	2/28/14	"finance,global issues,business"
1938	Philip Evans	How data will transform business	http://www.ted.com/talks/view/id/1938	"What does the future of business look like? In an informative talk, Philip Evans gives a quick primer on two long-standing theories in strategy -- and explains why he thinks they are essentially invalid."	http://www.ted.com/talks/view/id/1938/transcript?language=en	10	2013	TED@BCG San Francisco	0:13:57	3/4/14	"economics,business"
1939	Mary Lou Jepsen	Could future devices read images from our brains?	http://www.ted.com/talks/view/id/1939	"As an expert on cutting-edge digital displays, Mary Lou Jepsen studies how to show our most creative ideas on screens. And as a brain surgery patient herself, she is driven to know more about the neural activity that underlies invention, creativity, thought. She meshes these two passions in a rather mind-blowing talk on two cutting-edge brain studies that might point to a new frontier in understanding how (and what) we think."	http://www.ted.com/talks/view/id/1939/transcript?language=en	2	2013	TED2013	0:10:26	3/3/14	"medical imaging,memory,Surgery,biotech,cognitive science,neuroscience,computers,interface design,medical research,intelligence,visualizations,brain,science,engineering,creativity,technology"
1940	Christopher Soghoian	Government surveillance -- this is just the beginning	http://www.ted.com/talks/view/id/1940	"Privacy researcher Christopher Soghoian sees the landscape of government surveillance shifting beneath our feet, as an industry grows to support monitoring programs. Through private companies, he says, governments are buying technology with the capacity to break into computers, steal documents and monitor activity -- without detection. This TED Fellow gives an unsettling look at what's to come."	http://www.ted.com/talks/view/id/1940/transcript?language=en	8	2013	TED Fellows Retreat 2013	0:08:18	3/5/14	"business,Internet,government,TED Fellows"
1941	Manu Prakash	A 50-cent microscope that folds like origami	http://www.ted.com/talks/view/id/1941	"Perhaps youâ€™ve punched out a paper doll or folded an origami swan? TED Fellow Manu Prakash and his team have created a microscope made of paper that's just as easy to fold and use. A sparkling demo that shows how this invention could revolutionize healthcare in developing countries Ã¢â‚¬Â¦ and turn almost anything into a fun, hands-on science experiment."	http://www.ted.com/talks/view/id/1941/transcript?language=en	6	2012	TEDGlobal 2012	0:09:21	3/7/14	"health,physics,global issues,TED Fellows"
1942	Gabe Barcia-Colombo	My DNA vending machine	http://www.ted.com/talks/view/id/1942	"Vending machines generally offer up sodas, candy bars and chips. Not so for the one created by TED Fellow Gabe Barcia-Colombo. This artist has dreamed up a DNA Vending Machine, which dispenses extracted human DNA, packaged in a vial along with a collectible photo of the person who gave it. Itâ€™s charming and quirky, but points out larger ethical issues that will arise as access to biotechnology increases."	http://www.ted.com/talks/view/id/1942/transcript?language=en	8	2013	TED Fellows Retreat 2013	0:04:56	3/6/14	"DNA,art,TED Fellows"
1943	Anne-Marie Slaughter	"Can we all ""have it all""?"	http://www.ted.com/talks/view/id/1943	"Public policy expert Anne-Marie Slaughter made waves with her 2012 article, ""Why women still can't have it all."" But really, is this only a question for women? Here Slaughter expands her ideas and explains why shifts in work culture, public policy and social mores can lead to more equality -- for men, women, all of us."	http://www.ted.com/talks/view/id/1943/transcript?language=en	6	2013	TEDGlobal 2013	0:17:11	3/12/14	"work-life balance,men,inequality,policy,work,women"
1944	Toby Shapshak	You don't need an app for that	http://www.ted.com/talks/view/id/1944	"Are the simplest phones the smartest? While the rest of the world is updating statuses and playing games on smartphones, Africa is developing useful SMS-based solutions to everyday needs, says journalist Toby Shapshak. In this eye-opening talk, Shapshak explores the frontiers of mobile invention in Africa as he asks us to reconsider our preconceived notions of innovation."	http://www.ted.com/talks/view/id/1944/transcript?language=en	6	2013	TEDGlobal 2013	0:07:54	3/13/14	"Africa,innovation,technology"
1945	Carin Bondar	The birds and the bees are just the beginning	http://www.ted.com/talks/view/id/1945	"Think you know a thing or two about sex? Think again. In this fascinating talk, biologist Carin Bondar lays out the surprising science behind how animals get it on. (This talk describes explicit and aggressive sexual content.)"	http://www.ted.com/talks/view/id/1945/transcript?language=en	6	2013	TEDGlobal 2013	0:09:47	3/14/14	"sex,biology,animals"
1946	Daniel Reisel	The neuroscience of restorative justice	http://www.ted.com/talks/view/id/1946	"Daniel Reisel studies the brains of criminal psychopaths (and mice). And he asks a big question: Instead of warehousing these criminals, shouldn't we be using what we know about the brain to help them rehabilitate? Put another way: If the brain can grow new neural pathways after an injury ... could we help the brain re-grow morality?"	http://www.ted.com/talks/view/id/1946/transcript?language=en	2	2013	TED2013	0:14:35	3/18/14	"behavioral economics,morality,empathy,crime,cognitive science,neuroscience,psychology,brain,culture,prison,science,global issues"
1947	Norman Spack	How I help transgender teens become who they want to be	http://www.ted.com/talks/view/id/1947	"Puberty is an awkward time for just about everybody, but for transgender teens it can be a nightmare, as they grow overnight into bodies they aren't comfortable with. In a heartfelt talk, Norman Spack tells a personal story of how he became one of the few doctors in the US to treat minors with hormone replacement therapy. By staving off the effects of puberty, Spack gives trans teens the time they need."	http://www.ted.com/talks/view/id/1947/transcript?language=en	11	2013	TEDxBeaconStreet	0:16:53	4/16/14	"youth,gender,LGBT,Transgender,medicine,TEDx"
1948	Steven Pinker and Rebecca Newberger Goldstein	The long reach of reason	http://www.ted.com/talks/view/id/1948	"Here's a TED first: an animated Socratic dialog! In a time when irrationality seems to rule both politics and culture, has reasoned thinking finally lost its power? Watch as psychologist Steven Pinker is gradually, brilliantly persuaded by philosopher Rebecca Newberger Goldstein that reason is actually the key driver of human moral progress, even if its effect sometimes takes generations to unfold. The dialog was recorded live at TED, and animated, in incredible, often hilarious, detail by Cognitive."	http://www.ted.com/talks/view/id/1948/transcript?language=en	2	2012	TED2012	0:15:24	3/17/14	"TED Brain Trust,philosophy,brain,culture"
1949	Charmian Gooch	My wish: To launch a new era of openness in business	http://www.ted.com/talks/view/id/1949	"Anonymous companies protect corrupt individuals -- from notorious drug cartel leaders to nefarious arms dealers -- behind a shroud of mystery that makes it almost impossible to find and hold them responsible. But anti-corruption activist Charmian Gooch hopes to change all that. At TED2014, she shares her brave TED Prize wish: to know who owns and controls companies, to change the law, and to launch a new era of openness in business."	http://www.ted.com/talks/view/id/1949/transcript?language=en	3	2014	TED2014	0:16:11	3/20/14	"TED Prize,corruption,global issues,business"
1950	Edward Snowden	Here's how we take back the Internet	http://www.ted.com/talks/view/id/1950	"Appearing by telepresence robot, Edward Snowden speaks at TED2014 about surveillance and Internet freedom. The right to data privacy, he suggests, is not a partisan issue, but requires a fundamental rethink of the role of the internet in our lives -- and the laws that protect it. ""Your rights matter,"" he says, ""because you never know when you're going to need them."" Chris Anderson interviews, with special guest Tim Berners-Lee."	http://www.ted.com/talks/view/id/1950/transcript?language=en	3	2014	TED2014	0:35:02	3/19/14	"law,Internet,journalism"
1951	Chris Hadfield	What I learned from going blind in space	http://www.ted.com/talks/view/id/1951	"There's an astronaut saying: In space, ""there is no problem so bad that you canâ€™t make it worse."" So how do you deal with the complexity, the sheer pressure, of dealing with dangerous and scary situations? Retired colonel Chris Hadfield paints a vivid portrait of how to be prepared for the worst in space (and life) -- and it starts with walking into a spiderâ€™s web. Watch for a special space-y performance."	http://www.ted.com/talks/view/id/1951/transcript?language=en	3	2014	TED2014	0:18:22	3/19/14	"live music,space,culture,fear,life,adventure"
1952	Richard Ledgett	The NSA responds to Edward Snowdenâ€™s TED Talk	http://www.ted.com/talks/view/id/1952	"After a surprise appearance by Edward Snowden at TED2014, Chris Anderson said: ""If the NSA wants to respond, please do."" And yes, they did. Appearing by video, NSA deputy director Richard Ledgett answers Andersonâ€™s questions about the balance between security and protecting privacy."	http://www.ted.com/talks/view/id/1952/transcript?language=en	3	2014	TED2014	0:33:30	3/21/14	"law,culture,global issues,government"
1953	Larry Page	Whereâ€™s Google going next?	http://www.ted.com/talks/view/id/1953	"Onstage at TED2014, Charlie Rose interviews Google CEO Larry Page about his far-off vision for the company. It includes aerial bikeways and internet balloons Ã¢â‚¬Â¦ and then it gets even more interesting, as Page talks through the companyâ€™s recent acquisition of Deep Mind, an AI that is learning some surprising things."	http://www.ted.com/talks/view/id/1953/transcript?language=en	3	2014	TED2014	0:23:30	3/21/14	"TED Brain Trust,intelligence,AI,algorithm,business"
1954	Ziauddin Yousafzai	"My daughter, Malala"	http://www.ted.com/talks/view/id/1954	"Pakistani educator Ziauddin Yousafzai reminds the world of a simple truth that many donâ€™t want to hear: Women and men deserve equal opportunities for education, autonomy, an independent identity. He tells stories from his own life and the life of his daughter, Malala, who was shot by the Taliban in 2012 simply for daring to go to school. ""Why is my daughter so strong?"" Yousafzai asks. ""Because I didnâ€™t clip her wings."""	http://www.ted.com/talks/view/id/1954/transcript?language=en	3	2014	TED2014	0:16:36	3/24/14	"yesallwomen,feminism,family,education,women,global issues"
